epoch,train_loss,train_loss_san,train_loss_class,dev_em,dev_f1,dev_acc,train_em,train_f1,train_acc
25,12328.303253889084,12328.303253889084,2487.461649015546,57.08750947528005,60.76987743272345,65.94794912827423,66.39246771384066,73.84320700593881,83.61712413385615
26,12015.606339156628,12015.606339156628,2430.882777984254,61.425082119093744,64.3527170162656,69.63699149330414,68.56789877147615,75.05388036199223,86.05268610102901
27,11717.032176852226,11717.032176852226,2374.768979855813,52.65728964878295,56.93843506758677,62.58738313821275,64.2193386996524,72.1181996981647,81.28745616525603
28,11403.511429846287,11403.511429846287,2317.398318765452,61.12187315758444,64.38066884450508,69.46854207024342,70.13328831559481,76.84379879333402,87.07325869596912
29,11082.97601646185,11082.97601646185,2236.065284914337,57.98871388865493,61.66678063061122,67.09340520508717,69.52938558460393,76.86636975980605,86.13172292605068
30,10847.159301817417,10847.159301817417,2189.463136445731,58.2835003790112,61.922759217569485,67.59033100311632,70.4939417889947,77.718984975437,87.33108756205925
31,10566.420831292868,10566.420831292868,2118.80998457619,61.8798955613577,65.05843856837856,70.4623936663017,71.63575533882243,78.20677967269734,88.27415802760918
32,10391.373313635588,10391.373313635588,2061.870112068951,59.47949128274236,63.12482046735203,68.9547713299082,71.98643329061764,79.08617891738302,88.32019889655385
33,10105.479092180729,10105.479092180729,2009.4960949863307,56.64954097532216,60.7014130120803,66.89968836856734,70.2315088360101,77.59751409963624,86.6258949193901
34,9923.10152465105,9923.10152465105,1959.5244965432212,59.369999157752886,63.07445059419454,69.55276678177377,72.46295628419493,79.54725535016296,88.93714654041237
35,9913.827838420868,9913.827838420868,1922.0230632330058,60.22909121536259,63.9641025704476,69.93177798366041,74.02374174141913,80.97791204226168,89.77509035520531
36,9611.291717499495,9611.291717499495,1857.5002923195716,56.750610629158594,60.82109015136255,67.14394003200539,72.48597671866727,79.81203023268905,88.0485577697803
37,9410.336420923471,9410.336420923471,1814.9959531822242,59.01625536932536,62.884995471023316,69.18217805104018,74.84940799116015,81.9510814216087,90.13958056768391
38,9281.451124161482,9281.451124161482,1785.0046858431306,59.74058788848648,63.319934564270376,69.39273982986609,75.12642055264389,82.12351021711038,90.54550756221272
39,9123.379471689463,9123.379471689463,1754.7556904254016,59.85850248462899,63.500231918535356,69.23271287795839,75.81626623899815,82.80092805667562,90.93608760042665
40,9006.214859336615,9006.214859336615,1715.7475342293037,59.21839467699823,63.013128155764555,68.98846121452034,75.97817662812022,82.93731944509894,90.9215079919275
41,8856.492971032858,8856.492971032858,1676.9991311695194,60.59125747494315,64.1809654536296,70.01600269519076,76.77698570431019,83.38574067554329,91.41644733308267
42,8757.38603886962,8757.38603886962,1650.4541309600463,60.203823801903475,63.8025726897747,69.56118925292681,77.0532309179782,83.80950081538292,91.7418028069583
43,8651.784866333008,8651.784866333008,1637.528994467575,59.07521266739661,62.89131880654466,68.74420955108229,76.75089587857488,83.69874243460238,91.19238177088529
44,8550.86625763774,8550.86625763774,1614.3199476736481,60.128021561526154,63.823739211118266,69.6285690221511,77.31873326222576,84.04300918848529,91.88299480505529
45,8711.371066868305,8711.371066868305,1631.5787444580346,59.715320475027376,63.41335021574069,69.5359218394677,78.08991781704893,84.75719521471018,92.15310123619733
46,8579.349323183298,8579.349323183298,1599.3627879809646,59.33630927314074,63.06032575844316,69.46011959909038,77.8942441240341,84.59970460986241,92.04567254199311
47,8480.406804740429,8480.406804740429,1579.0376707169926,58.072938600185296,62.03985340017368,68.82001179145962,77.93491355826856,84.69072961265731,91.82851311013744
48,8397.699255049229,8397.699255049229,1568.5713372587925,59.706898003874336,63.45880732841609,69.78017350290575,78.32549359648247,84.99890809152933,92.28585240832112
49,8300.692762002349,8300.692762002349,1547.7072157902876,60.58283500379011,64.14218978973146,70.54661837783206,79.09821284693713,85.6121407110593,92.99564913788473
