epoch,train_loss,train_loss_san,train_loss_class,dev_em,dev_f1,dev_acc
0,25356.53352046013,25356.53352046013,2514.680594831705,48.02493051461299,50.78401043874729,55.209298408152954
1,19381.58428621292,19381.58428621292,2432.1804813444614,53.95435020635054,55.60875780217993,57.028552177208795
2,17627.506091356277,17627.506091356277,2377.1438212394714,55.00715910048008,57.3244709849829,58.86465088857071
3,16657.39535033703,16657.39535033703,2318.6746166720986,52.74151436031332,55.88269259583784,57.93817906173671
4,15921.146744608879,15921.146744608879,2268.310053616762,56.81799039838288,59.29650881985077,61.53457424408322
5,15373.795582532883,15373.795582532883,2226.3782902285457,58.03924871557315,60.58733882227466,61.15556304219658
6,14945.081350207329,14945.081350207329,2179.717941366136,58.76358123473427,61.060171613439444,63.497010022740675
7,14549.524691820145,14549.524691820145,2145.0214918628335,57.74446222521688,60.84445334256554,62.90743704202813
8,14176.098031163216,14176.098031163216,2100.185769479722,55.95889834077318,59.40542969132691,61.70302366714394
9,13891.134318232536,13891.134318232536,2074.091732494533,60.53230017687189,63.15367795016975,67.02602543586288
10,13199.344347596169,13199.344347596169,1995.5657293070108,57.85395435020635,61.128578791798475,64.92040764760381
11,12888.71728861332,12888.71728861332,1956.5263885315508,59.95114966731239,63.020679488570195,66.83230859934305
12,12694.435231029987,12694.435231029987,1930.7095783744007,60.481765349953676,63.40313311370856,66.56278952244588
13,12528.231803417206,12528.231803417206,1903.236888082698,58.63724416743872,61.93974247209101,65.45944580139813
14,12299.352102637291,12299.352102637291,1875.7717361748219,60.78497431146298,63.74511318736686,67.62402088772846
15,12151.253717780113,12151.253717780113,1851.9184597861022,58.2835003790112,61.71947397727937,64.99620988798114
16,11967.040869951248,11967.040869951248,1821.8456839695573,59.7911227154047,62.868759943880576,67.1018276762402
17,11797.613390266895,11797.613390266895,1795.197999779135,60.212246273056515,63.503610564675085,67.61559841657542
18,11667.18699413538,11667.18699413538,1770.6187999732792,59.49633622504843,62.77723063395951,67.40503663774952
19,11488.384905159473,11488.384905159473,1739.3597142994404,60.00168449423061,63.38392100408329,67.54821864735113
20,11129.92635601759,11129.92635601759,1688.439517525956,61.34085740756338,64.58145599326213,69.19060052219321
21,10986.752042472363,10986.752042472363,1667.1101655033417,59.76585530194559,63.25949948207634,68.25570622420618
22,10884.278400242329,10884.278400242329,1652.8964489772916,59.07521266739661,62.633408372605565,67.67455571464667
23,10774.283080279827,10774.283080279827,1636.1933405445889,59.597405878884864,63.00774125436212,68.04514444538027
24,10708.112645208836,10708.112645208836,1629.7286390801892,58.99098795586625,62.580828727998885,67.750357955024
25,10601.04173785448,10601.04173785448,1603.4957586147357,59.967994609618465,63.49694653434996,68.32308599343047
26,10523.565287232399,10523.565287232399,1588.384984150529,60.296470984586875,63.74600836718072,69.17375557988714
27,10392.556327402592,10392.556327402592,1570.7338116965257,60.44807546534153,63.94367258170116,69.04741851259159
28,10307.866298556328,10307.866298556328,1552.7830314207822,59.252084561610374,62.85905007108237,68.26412869535922
29,10219.574985384941,10219.574985384941,1533.7119020130485,61.770403436368234,65.01604123849359,70.37816895477133
30,10036.896909475327,10036.896909475327,1509.0668170563877,60.13644403267919,63.64322670666253,68.93792638760212
31,9973.032272100449,9973.032272100449,1498.872268925421,60.237513686515626,63.73062308208214,69.46011959909038
32,9917.55074262619,9917.55074262619,1490.8965122869704,61.64406636907269,64.87279487529284,70.19287458940452
33,9887.663650095463,9887.663650095463,1478.4006341174245,61.13029562873747,64.53289699555707,69.75490608944665
34,9821.260770738125,9821.260770738125,1470.6829432882369,60.2543586288217,63.73370279587126,69.08953086835677
35,9805.547936528921,9805.547936528921,1477.0321744834073,61.593531542154466,64.88112770988397,70.41185883938347
36,9707.822956502438,9707.822956502438,1453.5849919442553,60.8355091383812,64.24661758936676,69.75490608944665
37,9664.335068315268,9664.335068315268,1441.5072525371797,62.32628653246863,65.57172826331814,70.65611050282153
38,9628.1903693676,9628.1903693676,1437.0085474671796,61.03764844605407,64.4250964919826,69.88124315674219
39,10972.722142457962,10972.722142457962,1626.4627193054184,56.32106460035374,60.07656771101995,65.49313568601028
40,10746.816956013441,10746.816956013441,1606.0733695048839,60.3470058115051,63.61590277658853,68.23043881074707
41,10539.482149362564,10539.482149362564,1577.3228458780795,59.8837698980881,63.34372144084209,68.75263202223532
42,10235.472369074821,10235.472369074821,1527.3402262264863,56.11050282152784,60.05759294915283,65.7542322917544
43,10045.628837883472,10045.628837883472,1497.1923208264634,61.071338330666215,64.27025460103687,69.99073528173166
44,9801.4176004529,9801.4176004529,1449.4596362691373,61.81251579213341,65.09706418716083,70.45397119514865
45,9629.512969315052,9629.512969315052,1417.107844505692,60.304893455739915,63.56177745781044,69.48538701254948
46,9429.584806621075,9429.584806621075,1389.2741859295638,59.6058283500379,63.22900842063222,69.26640276257054
47,9255.898162007332,9255.898162007332,1363.2773236744106,57.93817906173671,61.640349888567386,67.7250905415649
48,9125.602234572172,9125.602234572172,1347.2738859020174,61.52615177293018,64.75946899351908,70.38659142592437
49,8967.266313284636,8967.266313284636,1295.0125147101935,59.83323507116988,63.55202558356338,69.3506274741009
